"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Congo, Rep.","COG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.48368263","20.6484375","17.19757652","21.75997162","27.93210793","31.53102112","36.82757568","43.09650421","65.03125","50.24730682","56.96957016","62.42331314","74.9154129","75.50088501","74.61357117","60.15248871","56.93314743","54.75907516","49.46409988","48.55877304","","",
"Colombia","COL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.87971497","136.61053467","130.42552185","128.00614929","157.57557678","207.15899658","237.01751709","305.99179077","374.42697144","379.69586182","448.08776855","497.38070679","543.07000732","576.70123291","583.05889893","464.63497925","442.13824463","489.64459229","513.15869141","495.32971191","","",
"Comoros","COM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0023613","44.58984756","50.12067795","62.38849258","68.60703278","65.68196106","63.42575836","67.18291473","70.62155151","66.25401306","65.7171936","76.77274323","72.61225128","76.68770599","79.20176697","57.17092514","59.23079681","69.73937988","69.41635895","72.32379913","","",
"Cabo Verde","CPV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.03440475","67.14394379","72.8820343","89.07603455","98.08786774","100.67198181","118.32913971","133.41764832","133.2350769","135.40571594","151.16014099","161.03373718","176.98373413","191.2829895","191.17623901","146.6751709","151.74736023","173.79354858","190.45559692","177.89027405","","",
"Costa Rica","CRI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248.75341797","256.39358521","277.69869995","289.06826782","292.03182983","311.70877075","362.50491333","427.04202271","515.43334961","534.57446289","660.58642578","749.6449585","784.48297119","825.39324951","831.3001709","883.91546631","878.88891602","861.32006836","909.6730957","921.58575439","","",
"Caribbean small states","CSS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257.48931854451","252.470894635764","271.382267720487","277.997135370174","316.69730118988","351.039433218772","376.190492579957","435.290037524815","479.422553515099","467.925136085871","493.001444178702","515.021437284049","528.433583376117","547.298368481525","559.780609457859","584.445349400505","582.994591413392","625.187346400885","639.598245225282","662.681710514756","","",
"Cuba","CUB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.81121826","198.13365173","213.39079285","227.09095764","231.98782349","331.53213501","387.42016602","571.26550293","612.24359131","679.62634277","612.46508789","699.83428955","604.21234131","713.24133301","866.07562256","986.73400879","984.84844971","1000.28955078","986.93731689","1031.92175293","","",
"Curacao","CUW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750.51672363","782.16162109","890.48297119","1145.05847168","1286.97155762","1366.01708984","1474.02062988","1694.27185059","2155.24658203","2105.4777832","2045.2923584","2114.66894531","1899.37255859","1916.32263184","1873.89135742","1581.41357422","1634.93554688","1750.50732422","1981.77844238","1996.45825195","","",
"Czechia","CZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342.92105103","388.54403687","497.74203491","640.66040039","746.32891846","852.65246582","942.11804199","1110.17663574","1449.33679199","1442.24279785","1373.9317627","1516.55541992","1387.40600586","1554.5090332","1512.92614746","1284.04675293","1321.62023926","1475.9152832","1765.58862305","1844.21777344","","",
"Germany","DEU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344.35473633","2346.61499023","2567.50292969","3152.79418945","3459.82495117","3558.21337891","3697.92163086","4182.79931641","4669.65332031","4674.78320313","4611.27587891","5037.37011719","4765.58300781","5099.64111328","5307.08203125","4624.55664063","4744.22949219","5055.82128906","5481.98730469","5440.25146484","","",
"Djibouti","DJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.95798492","31.04225731","40.19449615","46.11334229","40.28805161","40.95962524","47.32995605","50.44793701","53.96245575","55.32074356","56.2014122","68.77837372","72.22033691","67.53491211","73.12316895","82.28987885","76.8683548","72.23477173","71.08630371","61.80943298","","",
"Dominica","DMA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254.78555298","226.96006775","222.09385681","237.35446167","247.45881653","256.73413086","263.91165161","285.24041748","326.64169312","344.11965942","359.22134399","376.95007324","396.81378174","375.10510254","385.15658569","391.93453979","414.04244995","398.63540649","479.09353638","440.16986084","","",
"Denmark","DNK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2496.04711914","2602.64282227","2895.80737305","3607.04296875","4194.87353516","4442.75537109","4778.89160156","5468.37939453","6137.77636719","6221.68896484","6011.53808594","6281.00439453","6003.83056641","6236.55419922","6380.78466797","5469.33496094","5565.59326172","5800.15283203","6216.76855469","6003.32519531","","",
"Dominican Republic","DOM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.13885498","145.35366821","155.09561157","106.13856506","106.65016174","171.23001099","164.10038757","198.07254028","240.41107178","256.35791016","309.95718384","335.00128174","359.60818481","359.57055664","380.07550049","400.38494873","424.3001709","443.67068481","461.53515625","491.05935669","","",
"Algeria","DZA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.58218002","66.80211639","66.46335602","75.7433548","92.50652313","100.71382904","116.71431732","150.96563721","206.88519287","208.11991882","229.28945923","287.3861084","335.56195068","331.94168091","359.64212036","291.55352783","260.76126099","258.06396484","256.00946045","248.20587158","","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8818019360213","39.0179420877438","43.5374139557036","49.731759484144","55.9461754506126","64.2561821362755","73.7937709757005","88.3417464990421","115.442171773883","137.225064525536","159.088431345743","198.861592390566","232.389946161173","263.60910699021","286.509231083744","305.973446203231","311.131872445654","341.919752420988","387.892171163138","414.048590673543","","",
"Early-demographic dividend","EAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.0745812474323","68.0674797045972","61.7583445548766","68.4069546617904","77.4091485772857","88.3383846040583","99.3888703157471","115.233260653417","127.232336643773","129.319127845536","147.425187671669","161.845655347411","168.615899820099","173.539618794026","173.182134205153","171.172955122456","165.066991783125","173.505739915118","171.087667862088","171.574501835049","","",
"East Asia & Pacific","EAS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238.971142097453","222.313131532073","224.073298624071","251.422540293839","277.860690678498","291.608527986028","297.3375793872","321.734336866633","374.206256120799","419.148175030297","477.219137322683","586.023981825182","625.012495025079","602.176884337197","610.758260029342","597.840240037936","631.121809498577","664.254029059132","719.392477899979","750.747478518572","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.1143229735757","97.1081398281227","116.098218643025","143.078036673737","181.150264926613","227.776838642016","279.11395850677","352.999197806389","438.468910108444","378.682868003507","412.364144045669","468.372919221781","505.05972921899","536.037024121581","498.362621256852","376.04068230505","361.485273361777","403.774257868525","410.994022228556","436.647371876275","","",
