Country Name,Year,LifeExp,GDP,Health_Expenditure,CO2
Central African Republic,2000,45.406,243.877580064527,10.18517113,0.0638438804310526
Canada,2000,79.1365853658537,24271.0020563821,2007.88085938,16.7576264276587
Central Europe and the Baltics,2000,72.719724722779,3949.13759521384,221.140526961712,6.53789051590376
Switzerland,2000,79.6804878048781,38865.021939688,3559.81982422,6.08414239482201
Chile,2000,76.87,5097.11493718915,356.96377563,3.28430563740445
China,2000,71.881,959.372483639691,42.11240387,2.65041242787957
Cote d'Ivoire,2000,50.842,986.777320949729,55.2961998,0.38631711218137
Cameroon,2000,52.932,700.163213560189,28.0037632,0.34522529561821
"Congo, Dem. Rep.",2000,51.781,392.626333784131,19.86825752,0.0335278379890439
"Congo, Rep.",2000,53.682,1029.96068877345,17.48368263,1.38798926621634
Colombia,2000,71.32,2547.14352840369,132.87971497,1.48769091321501
Comoros,2000,58.757,654.180409871714,47.0023613,0.186303697383178
Cabo Verde,2000,68.618,1176.70725787049,63.03440475,0.480086240946555
Costa Rica,2000,77.586,3773.03379319679,248.75341797,1.24397082524019
Caribbean small states,2000,69.5755438666278,5246.59561150376,257.48931854451,4.3648411664229
Cuba,2000,76.183,2752.20378269319,180.81121826,2.5527222689496
Cyprus,2000,76.568,14388.34765625,750.51672363,7.51921724210298
Czechia,2000,74.9682926829268,6029.03819275358,342.92105103,12.0106526893106
Germany,2000,77.9268292682927,23694.7604830673,2344.35473633,10.0993160227641
Djibouti,2000,56.573,742.865697154312,31.95798492,0.498630114833168
Denmark,2000,76.5926829268293,30743.5476816354,2496.04711914,9.85089564493027
Dominican Republic,2000,69.423,2845.8391666108,140.13885498,2.18598019785287
Algeria,2000,70.478,1780.37587355483,61.58218002,2.60116932065548
East Asia & Pacific (excluding high income),2000,70.5648943161561,954.657418828236,37.8818019360213,2.27695559615347
Early-demographic dividend,2000,64.4992570826455,1354.97926055359,67.0745812474323,1.55006467164001
East Asia & Pacific,2000,71.5526867881704,4089.05161206687,238.971142097453,3.15066399836903
Europe & Central Asia (excluding high income),2000,67.6033710320653,1788.4273287221,92.1143229735757,6.96851585367026
Europe & Central Asia,2000,73.1320978054721,11666.8328484061,938.499581115013,7.55416566294078
Ecuador,2000,72.839,1451.53088517998,48.12062454,1.74632620090418
"Egypt, Arab Rep.",2000,68.007,1398.85983078672,73.65684509,1.60582595505977
Euro area,2000,78.2708354495098,20215.5536922064,1750.6594110824,8.19249388240158
Eritrea,2000,56.111,295.19692403481,13.75257683,0.267460131724115
Spain,2000,78.9658536585366,14749.6874248766,1005.28399658,7.23010706208244
Estonia,2000,70.4170731707317,4070.60902410208,209.71313477,10.6801433086254
Ethiopia,2000,50.538,122.962293496623,5.38449526,0.0531090682585344
European Union,2000,77.0753168840645,16947.5956556045,1432.32273456695,7.83146404657326
Fragile and conflict affected situations,2000,55.503343302546,858.553386693528,38.8899190320874,0.867449435390383
Finland,2000,77.4658536585366,24345.9148217032,1722.8326416,10.6448561099446
Fiji,2000,66.31,2015.88117157355,77.02472687,0.972962454459952
France,2000,79.0560975609756,22416.425417915,2161.85302734,6.12461463449353
"Micronesia, Fed. Sts.",2000,69.769,2088.20954444136,168.45785522,1.16373792621902
Gabon,2000,61.069,3991.15702215689,127.96137238,4.77636328642075
United Kingdom,2000,77.7414634146342,28290.9725024578,2029.52490234,9.01455828494603
Georgia,2000,69.575,749.908534993961,51.85281754,1.16994033304301
Ghana,2000,58.195,253.389128238287,16.60114098,0.291881692112411
Guinea,2000,52.479,359.286673514741,23.25880432,0.178722070028585
"Gambia, The",2000,56.942,544.622025851887,50.86863708,0.166951992258993
Guinea-Bissau,2000,50.121,301.495561232743,21.97258759,0.121867101488485
Equatorial Guinea,2000,53.226,1527.05637771592,41.02703094,3.24098473379398
Greece,2000,77.8878048780488,12072.9293569196,885.41040039,8.74159526062281
Grenada,2000,72.783,4840.68406406257,270.98391724,1.95472484920694
Guatemala,2000,67.446,1664.29895827045,83.95554352,0.812786389641685
Guyana,2000,64.483,938.893297983287,63.88974762,2.18694132541819
High income,2000,77.4593700108977,25208.1998202892,2398.03918958863,11.9218351075298
Honduras,2000,68.662,1079.60748497786,68.51774597,0.749617867645126
Heavily indebted poor countries (HIPC),2000,52.6617541209546,370.963703152672,17.7313041029129,0.167681167546858
Croatia,2000,72.8078048780488,4880.56898237938,371.06213379,4.03732782609591
Haiti,2000,58.365,814.999304226415,29.78231049,0.175832588237757
Hungary,2000,71.2463414634146,4624.28165670295,313.10858154,5.35012781840238
IBRD only,2000,68.2515617075367,1463.13223394644,77.7486140877353,2.53016637760657
IDA & IBRD total,2000,65.7044829296268,1253.73473679561,65.0323103072217,2.08978154326956
IDA total,2000,56.3996532471238,489.193206498404,16.720060415962,0.48037461230375
IDA blend,2000,55.7768836984665,557.376130897466,19.1924467334127,0.959527124374007
Indonesia,2000,66.433,770.865351580294,15.72359753,1.31100493323238
IDA only,2000,56.7187074630111,455.596662015649,15.4324297032542,0.233947852907531
India,2000,62.669,442.034778917695,18.50239372,0.885079459181967
Ireland,2000,76.5365853658537,26334.5672050501,1564.83740234,11.1768870490548
"Iran, Islamic Rep.",2000,69.691,1672.02287650211,80.85904694,5.19419032444016
Iceland,2000,79.6536585365854,32096.3722613695,2873.84814453,7.93015771412315
Israel,2000,78.9536585365854,21630.7476087887,1513.94470215,9.06344410876133
Italy,2000,79.7780487804878,20137.5912217673,1524.23962402,7.66216803916005
Jamaica,2000,70.944,3447.30389648976,191.47247314,3.85115257033809
Jordan,2000,71.918,1673.35812510644,159.14764404,3.21784811994207
Japan,2000,81.0760975609756,39169.3595701504,2740.67480469,9.32341556096907
Kazakhstan,2000,65.45,1229.00124667231,50.99633026,8.07262961324075
Kenya,2000,54.411,411.821579175021,20.51720238,0.269678019354973
Kyrgyz Republic,2000,68.5585365853659,279.619569260939,12.29036808,0.953372529805651
Cambodia,2000,58.625,301.516598515387,19.732481,0.161731637538606
Kiribati,2000,64.409,757.145142154679,68.88991547,0.337738950307342
"Korea, Rep.",2000,75.909756097561,12256.9935679503,474.23623657,9.7144937391762
Kuwait,2000,76.722,19490.8381578713,406.41134644,25.7584238159989
Latin America & Caribbean (excluding high income),2000,70.8958518193468,4198.97264598428,275.846694659809,2.21303998804328
Lao PDR,2000,58.378,318.770922809904,14.38795185,0.16571982338686
Lebanon,2000,73.931,3994.86114388889,479.60198975,3.62677583562813
Liberia,2000,51.356,301.87646966176,13.01916981,0.148520459902239
Libya,2000,70.68,7424.20291620221,244.67500305,8.67542615703065
St. Lucia,2000,70.768,5846.97550214791,289.28430176,2.44514106583072
Latin America & Caribbean,2000,71.2277140455716,4398.05023803419,285.374818131143,2.42320720363155
Least developed countries: UN classification,2000,55.7928018136001,328.137914898919,12.2581555756475,0.165423220516099
Low income,2000,53.0024900464379,476.933394695431,15.4581973966247,0.398281945810288
Sri Lanka,2000,70.355,869.696285031043,43.71691132,0.582076330710102
Lower middle income,2000,62.8981669467706,618.140208308421,24.7148339018749,1.11112177203945
Low & middle income,2000,65.5359730562992,1186.3034498315,60.6710815311772,2.02140942661193
Lesotho,2000,48.427,443.95174088008,23.37423134,0.195133666561595
Late-demographic dividend,2000,71.0786748491683,1664.67802027167,88.245841956976,3.33363551247848
Lithuania,2000,72.0195121951219,3293.22997867086,217.1761322,3.00325528870113
Luxembourg,2000,77.8731707317073,48659.5988753233,2901.19995117,19.6195278478111
Latvia,2000,70.3146341463415,3361.64086880275,181.57072449,2.92707651369559
Morocco,2000,66.787,1348.0498046875,53.68618393,1.15148568093586
Moldova,2000,66.417,440.538683980372,21.37988472,2.29427750431844
Madagascar,2000,57.938,285.466456273773,13.12315464,0.1017486523391
Maldives,2000,70.876,2209.98823138762,221.92073059,1.62827823735341
Middle East & North Africa,2000,69.2821780682104,3271.48294719494,147.978478262636,4.14898226508727
Mexico,2000,73.569,7232.87880868278,318.46151733,3.87418682996762
Marshall Islands,2000,65.2390243902439,2127.24070522278,431.5645752,1.84420182944821
Middle income,2000,66.6239113574376,1248.9292691052,64.0614682623666,2.16229664996654
North Macedonia,2000,72.9463414634147,1861.89806549945,164.47364807,4.32304389666148
Mali,2000,50.539,263.498384233191,14.7887373,0.125454874015279
Malta,2000,78.3487804878049,11083.0127951665,647.10150146,5.46032039006683
Myanmar,2000,60.155,150.407828858471,4.33537483,0.207297886975746
Middle East & North Africa (excluding high income),2000,68.6414974738103,1873.95465796525,80.4251512959829,2.89408306360586
Mongolia,2000,62.882,463.853881903101,27.00856018,3.67200208569718
Mozambique,2000,49.491,318.342688504828,7.08691597,0.0804794775925155
Mauritania,2000,61.028,660.304773071148,22.85624313,0.471242518097382
Mauritius,2000,71.6634146341463,3929.07549503364,118.97707367,2.047396814992
Malawi,2000,44.518,155.262841268764,7.47427797,0.0632269597619175
Malaysia,2000,72.775,4087.56259349384,110.74659729,5.41988176150515
North America,2000,76.8819963377772,35151.3296023334,4294.73594291912,20.1083878443228
Namibia,2000,51.99,2156.09894442246,209.92295837,1.06643740094913
Niger,2000,49.322,192.877719543037,9.24822903,0.0576459873875742
Nigeria,2000,47.193,565.304317206495,17.73399544,0.791358811103938
Nicaragua,2000,67.234,996.89785199474,52.80468369,0.735865047425234
Netherlands,2000,77.9878048780488,26214.498549887,2028.15991211,10.1786360037507
Norway,2000,78.6341463414634,38131.4606116242,2948.93164063,7.63532664568678
Nepal,2000,62.614,223.711891850609,8.55345249,0.13111016103748
New Zealand,2000,78.6365853658537,13641.1027183822,1053.89160156,7.63408248438189
OECD members,2000,76.9156553170191,23026.0977057823,2152.24860140119,10.7302700019807
Oman,2000,73.466,8321.39386651557,263.51751709,10.7113012119426
Other small states,2000,60.4329368443966,4275.74352876539,226.496269319114,4.5497413640965
Pakistan,2000,62.102,531.306496052198,15.58189678,0.637235527822116
Panama,2000,74.001,4099.00653989315,285.20233154,1.75898506561714
Peru,2000,70.424,1941.318259717,84.07585907,1.07411752316378
Philippines,2000,69.413,1073.26322188173,32.77544785,0.924854328708852
Palau,2000,70.4936585365854,7416.48078677887,678.14367676,10.6458481192335
Papua New Guinea,2000,61.72,639.279199918609,17.84069252,0.513770408530985
Poland,2000,73.7487804878049,4501.45406742273,238.00448608,7.73080499042451
Pre-demographic dividend,2000,51.4739360006522,501.458426748824,17.8512352688087,0.47351808014806
Portugal,2000,76.3146341463415,11526.3720667968,995.34210205,5.99228486035527
Paraguay,2000,69.75,1728.34074341006,100.12653351,0.686987577039704
Pacific island small states,2000,67.4004523833956,1687.73858578164,89.4477785201645,0.962827017319097
Post-demographic dividend,2000,77.348474476912,25861.0000013795,2477.18267765368,12.0498032593842
Qatar,2000,74.828,27494.7713320186,602.11584473,44.369652148739
Romania,2000,71.1634146341463,1659.90763954548,69.89345551,3.96649801846645
Russian Federation,2000,65.4836585365854,1771.59411621094,95.4120636,10.6676903174515
Rwanda,2000,47.129,254.942370752419,9.322052,0.0665845539371262
South Asia,2000,62.8929726964929,447.950232479194,17.4634578690764,0.762971318413699
Saudi Arabia,2000,72.467,8795.26133853489,386.25921631,11.5865541023762
Sudan,2000,58.319,378.161163330078,15.23164654,0.216359903939245
Senegal,2000,56.943,619.642103457883,21.72433662,0.41837179794868
Singapore,2000,77.9512195121951,23852.3270285975,797.29034424,10.4570957427554
Solomon Islands,2000,67.225,976.43421705057,49.11304855,0.558168092321003
Sierra Leone,2000,45.05,138.713941615327,23.31109047,0.0719884766082171
El Salvador,2000,69.865,1977.84061443838,178.63192749,0.944871529359323
Serbia,2000,71.5829268292683,914.785719885861,56.50500107,5.85257783502782
Sub-Saharan Africa (excluding high income),2000,51.2619441016462,629.465526673785,34.7019250060995,0.741091883570244
Sub-Saharan Africa,2000,51.2645448028029,630.311752952352,34.7416116658051,0.741434360027683
Small states,2000,62.882334580695,4312.75067653232,223.871885551384,4.26735578693185
Suriname,2000,65.508,1978.44661083547,168.91874695,3.08978325587998
Slovak Republic,2000,73.0512195121951,5426.62428119306,203.50627136,7.06475749343072
Slovenia,2000,75.4121951219512,10201.3035366727,796.64703369,7.31048179292834
Sweden,2000,79.6439024390244,29624.9126748618,2173.19384766,6.00533649890911
Eswatini,2000,47.256,1686.66433741666,79.68417358,0.669580473868894
Seychelles,2000,72.7780487804878,7578.85105298845,349.9909668,3.57446598710727
Syrian Arab Republic,2000,70.764,4941.85259705136,54.21872711,2.722647905088
Chad,2000,47.443,168.117652803305,10.26314449,0.0351126273846771
East Asia & Pacific (IDA & IBRD countries),2000,70.6925907921247,965.669761803917,37.8842231053339,2.26665207198431
Europe & Central Asia (IDA & IBRD countries),2000,68.379542167384,2051.85014715324,106.714358952639,6.85015305051986
Togo,2000,54.742,297.899497099582,11.41868877,0.253592476889638
Thailand,2000,72.316,2004.10720879939,62.2649498,2.60819502201506
Tajikistan,2000,63.26,137.17860571592,5.97125244,0.350709501262395
Turkmenistan,2000,65.026,635.714311781872,76.63774109,8.42829666553735
Latin America & the Caribbean (IDA & IBRD countries),2000,71.0788476175677,4310.64122352824,287.028178666079,2.39995720286426
Middle East & North Africa (IDA & IBRD countries),2000,68.6233338932417,1878.0915887586,80.4251512959829,2.89269272711214
Tonga,2000,68.978,1996.52654008437,58.27169418,0.974630371431635
South Asia (IDA & IBRD),2000,62.8929726964929,447.950232479194,17.4634578690764,0.762971318413699
Sub-Saharan Africa (IDA & IBRD countries),2000,51.2645448028029,630.311752952352,34.7416116658051,0.741434360027683
Trinidad and Tobago,2000,69.102,6120.94270389706,277.21578979,7.65649079006728
Tunisia,2000,73.69,2170.48175121644,111.66085052,2.09232172509197
Turkiye,2000,71.861,4278.39313044251,199.49937439,3.37526170561114
Tuvalu,2000,63.499,1564.03937567783,359.10177612,1.03755965968043
Tanzania,2000,52.362,399.451141357422,12.6108675,0.0855972996982565
Uganda,2000,48.342,257.829605739453,16.63032341,0.0541199949360337
Ukraine,2000,67.6756097560976,658.3486328125,35.13175964,6.04719734019298
Upper middle income,2000,70.870128710238,1967.78797358541,109.181307406327,3.360516242768
Uruguay,2000,75.025,6932.47355035523,687.93054199,1.65845337376801
United States,2000,76.6365853658537,36329.9560727102,4543.43603516,20.4698066603918
Uzbekistan,2000,65.724,558.226802377,35.63145828,5.02263654950832
St. Vincent and the Grenadines,2000,71.377,3760.08045686378,157.93586731,1.40581480147259
"Venezuela, RB",2000,72.478,4795.39966770598,355.12823486,5.38404531997223
Vietnam,2000,72.462,394.583136574358,18.91674423,0.64821847765188
Vanuatu,2000,68.966,1416.19736690445,48.71302414,0.468569405541614
World,2000,67.7000539909611,5507.46287007646,476.743247688793,3.81578807455953
Samoa,2000,70.746,1406.76568300557,63.03668213,0.81518194861093
"Yemen, Rep.",2000,62.588,518.14867272789,25.82774544,0.806819584834154
South Africa,2000,58.47,3241.67447517796,247.5892334,6.08075497231917
Zambia,2000,45.231,364.031294255032,24.72463989,0.182992125474769
Africa Eastern and Southern,2001,52.189648214333,628.204190987065,39.5269792486623,0.95424320692125
Africa Western and Central,2001,50.565144130827,529.584938942083,21.0703788868033,0.539255115068025
Angola,2001,46.59,527.463201835885,28.91812134,0.942060504721311
Albania,2001,75.639,1281.6598256178,89.58073425,1.05549588209555
Arab World,2001,67.6316805976471,2720.51742733888,117.901600324596,3.37655893340988
United Arab Emirates,2001,74.636,29909.0094348435,777.13061523,28.1396723638888
Argentina,2001,74.186,7168.97587232911,675.05786133,3.34200513317688
Armenia,2001,70.932,676.150011307766,32.25933838,1.14900963348827
Antigua and Barbuda,2001,75.078,10502.9388110146,563.73712158,4.59227186249426
Australia,2001,79.6341463414634,19681.6626363573,1564.16650391,17.9323144883026
Austria,2001,78.5756097560976,24558.7636778868,2282.51586914,8.44410916140459
Azerbaijan,2001,65.51,703.683843432722,19.19028282,3.25475885195779
Burundi,2001,48.431,135.606475784646,8.60474777,0.0309323202379809
Belgium,2001,77.9731707317073,23015.0712632462,1879.93481445,11.5043206822099
Benin,2001,56.66,508.347442852624,16.83250046,0.241263187494358
Burkina Faso,2001,51.071,260.443470621576,7.71472406,0.0791851989964868
Bangladesh,2001,66.135,410.048540904043,8.36238003,0.195791791879492
Bulgaria,2001,71.7682926829268,1770.91353394746,119.82997894,5.76715957839179
Bahrain,2001,75.908,12291.8326130535,484.90734863,22.4441532227695
"Bahamas, The",2001,72.11,25234.1441512502,1078.69445801,6.73490562030908
Bosnia and Herzegovina,2001,75.06,1382.80542024858,112.06851959,3.28014852207378
Belarus,2001,68.5073170731707,1244.37318523431,74.33643341,5.2253355450026
Belize,2001,68.357,4687.62595727529,157.4631958,2.13623538895607
Bolivia,2001,62.843,930.878079500256,45.78475189,0.920411923782118
Brazil,2001,70.195,3142.27793491612,270.18981934,1.79213640643858
Barbados,2001,74.247,11510.0404330443,619.33959961,4.93637353651598
Brunei Darussalam,2001,74.276,16437.6330436605,464.79043579,13.8225316069353
Bhutan,2001,63.444,764.951103001737,35.94556046,0.381278243600328
Botswana,2001,50.676,3115.6789995428,201.81080627,2.19645502375236
Central African Republic,2001,45.393,242.57572445448,9.56678581,0.0650233446812074
Canada,2001,79.3390243902439,23822.0601178964,2063.92749023,16.3315689530885
Central Europe and the Baltics,2001,73.0961481937343,4354.54909264002,252.17594661055,6.69793540204949
Switzerland,2001,80.1804878048781,39638.7911061864,3763.38452148,6.24493938605123
Chile,2001,76.773,4606.87847152539,327.13198853,3.11969006913048
China,2001,72.606,1053.10824300452,43.66367722,2.77476117466682
Cote d'Ivoire,2001,50.81,974.779976032989,55.29138565,0.376330755419337
Cameroon,2001,53.142,706.984210767351,26.70227814,0.333048198464196
"Congo, Dem. Rep.",2001,52.116,148.447123509623,6.03850174,0.0313331619788564
"Congo, Rep.",2001,54.395,859.440004261762,20.6484375,1.30297123537346
Colombia,2001,71.502,2465.2858516059,136.61053467,1.47949658459443
Comoros,2001,59.163,691.041940269345,44.58984756,0.200824842398141
Cabo Verde,2001,69.929,1208.45793223616,67.14394379,0.51506788165457
Costa Rica,2001,77.545,3941.59864349203,256.39358521,1.33720778185848
Caribbean small states,2001,69.6767907905275,5368.47196967434,252.470894635764,4.59950295791198
Cuba,2001,76.421,2844.24443674985,198.13365173,2.46608194699638
Cyprus,2001,76.989,14821.447265625,782.16162109,7.24479960200243
Czechia,2001,75.1731707317073,6637.04165713981,388.54403687,12.0118180158673
Germany,2001,78.3292682926829,23628.3272122367,2346.61499023,10.2936341472078
Djibouti,2001,56.903,747.779122941073,31.04225731,0.496414061581471
Denmark,2001,76.7926829268293,30751.654348268,2602.64282227,10.1235672353219
Dominican Republic,2001,69.642,2953.24112018346,145.35366821,2.18940044110997
Algeria,2001,70.823,1754.58283816577,66.80211639,2.52075375184469
East Asia & Pacific (excluding high income),2001,71.1535151995916,1007.25943205304,39.0179420877438,2.37797523065428
Early-demographic dividend,2001,64.8163549856725,1318.61825135904,68.0674797045972,1.55872749701515
East Asia & Pacific,2001,72.113288413433,3769.10864472969,222.313131532073,3.24119097800813
Europe & Central Asia (excluding high income),2001,67.7489930065596,1766.92005011704,97.1081398281227,6.93325139338287
Europe & Central Asia,2001,73.3925975751648,11768.7098549639,969.517544966761,7.61130030865505
Ecuador,2001,73.24,1904.81367007224,71.11089325,1.88781755134728
"Egypt, Arab Rep.",2001,68.308,1327.09651832991,73.07783508,1.73908839731419
Euro area,2001,78.5936835934989,20450.576713307,1792.15285884015,8.30688919817204
Eritrea,2001,58.298,305.601464020916,14.51352882,0.284330120267579
Spain,2001,79.3682926829268,15369.0011599444,1045.05065918,7.21632868721128
Estonia,2001,70.2585365853659,4505.85833233188,214.70414734,11.0797736498777
Ethiopia,2001,51.043,119.261857260772,5.61692476,0.0637506242490104
European Union,2001,77.4229501748974,17199.1186827755,1474.80048114784,7.95396451918999
Fragile and conflict affected situations,2001,55.7216580826971,835.884173333474,40.4239490723364,0.882960265182762
Finland,2001,77.9658536585366,24967.7925153182,1806.0501709,11.7752324206131
Fiji,2001,66.34,1964.1327925183,64.19378662,1.23615271240432
France,2001,79.1585365853659,22449.3396931175,2192.71582031,6.13892838326441
"Micronesia, Fed. Sts.",2001,70.479,2152.5252795941,190.07368469,1.33990781434237
Gabon,2001,61.27,3844.56131246351,125.87947083,4.76813690599193
United Kingdom,2001,77.9926829268293,27886.7985907797,2101.83642578,9.22298741402037
Georgia,2001,69.606,801.990413888373,55.22227478,0.876849261391505
Ghana,2001,58.107,263.171978395562,19.63329506,0.307493071378946
Guinea,2001,52.662,335.014298551044,22.10682106,0.185893039039788
"Gambia, The",2001,57.043,464.638392151758,42.06741714,0.209537469693109
Guinea-Bissau,2001,50.445,312.253563675719,22.55652237,0.119295678315227
Equatorial Guinea,2001,53.636,2031.41938636331,58.39388657,4.7270148900969
Greece,2001,78.3878048780488,12549.036894906,1004.81542969,8.89420235364475
Grenada,2001,73.118,4821.78499467448,283.47583008,2.13089238067003
Guatemala,2001,67.946,1550.36036555447,100.39343262,0.82634429411792
Guyana,2001,64.788,937.298157332009,61.65347672,2.15843718618758
High income,2001,77.7603052153014,24807.2399706886,2486.00475642477,11.9146994440732
Honduras,2001,69.006,1118.94270173505,67.19782257,0.848218470659173
Heavily indebted poor countries (HIPC),2001,53.1310992050947,351.087168184934,16.7957956132962,0.171645548332339
Croatia,2001,74.5129268292683,5409.65219372513,388.32489014,4.46548805691265
Haiti,2001,58.489,743.910232494406,26.90669823,0.187975931561723
Hungary,2001,72.2487804878049,5276.03318905496,359.69747925,5.52437596539157
IBRD only,2001,68.664582243469,1463.84483736322,78.6358594136686,2.57737388004834
IDA & IBRD total,2001,66.0848128599558,1249.89185868049,65.4845871118936,2.12293311346829
IDA total,2001,56.7833557534333,478.833328538702,16.1957054219845,0.483878904834163
IDA blend,2001,56.0258006944753,538.344474883128,18.2521547939368,0.955660262688631
Indonesia,2001,66.758,739.003946535355,17.24096489,1.39126069502872
IDA only,2001,57.1728592921202,449.672324379145,15.1203048829533,0.240401128771651
India,2001,63.091,449.911124933268,19.79767799,0.883749500393156
Ireland,2001,77.1341463414634,28282.409882073,1823.73474121,11.5926495049587
"Iran, Islamic Rep.",2001,69.955,1902.94763907225,94.61769867,5.31039806898106
Iceland,2001,80.690243902439,28897.4439396908,2557.26953125,7.57979843350832
Israel,2001,79.4073170731707,20909.430361637,1559.08325195,8.99984469638143
Italy,2001,80.1268292682927,20500.9543995672,1586.65710449,7.66260458699655
Jamaica,2001,70.758,3502.20931094435,177.26374817,3.83940763425072
Jordan,2001,72.147,1738.34215567632,170.04580688,3.14720595896818
Japan,2001,81.4170731707317,34406.1824638092,2479.81152344,9.2047912291878
Kazakhstan,2001,65.76,1490.92708987166,51.56954956,7.90398116612662
Kenya,2001,54.508,408.36060874809,21.25755501,0.23930559491135
Kyrgyz Republic,2001,68.7073170731707,308.409611591149,13.16161728,0.802814907686397
Cambodia,2001,59.966,322.899863855535,22.56290054,0.174255677006809
Kiribati,2001,64.655,697.012872606271,90.62192535,0.331378201941876
"Korea, Rep.",2001,76.4121951219512,11561.2483689073,508.36132813,9.95415595352383
Kuwait,2001,76.891,17516.6780441638,528.69750977,26.7061778182574
Latin America & Caribbean (excluding high income),2001,71.2441347047188,4024.82799123597,268.577279193085,2.18368412102396
Lao PDR,2001,59.07,320.419011071869,14.76590061,0.18116903668981
Lebanon,2001,74.365,4021.17726323273,459.46578979,3.84808165497129
Liberia,2001,52.752,303.858805600124,10.75422287,0.150923247814631
Libya,2001,70.861,6465.24024494641,253.90991211,8.42507727568066
St. Lucia,2001,71.135,5558.06937116326,288.75674438,2.61529073315317
Latin America & Caribbean,2001,71.4866287964554,4243.44387606099,279.513046710957,2.39902894197315
Least developed countries: UN classification,2001,56.2735989338454,313.032230198599,12.0868003095884,0.17256204688542
Low income,2001,53.516626613965,465.333885621447,14.0133891158867,0.402077961648425
Sri Lanka,2001,70.787,832.80357234611,41.32370377,0.573718095655674
Lower middle income,2001,63.2290044325162,619.689683614837,26.0738144436677,1.12562163289443
Low & middle income,2001,65.9251675881604,1179.36697261127,60.7325561785729,2.05455478221641
Lesotho,2001,46.849,412.962296184389,27.73780632,0.20005271389011
Late-demographic dividend,2001,71.6240756891052,1708.43232024233,88.9990779440659,3.42757296443145
Lithuania,2001,71.6585365853659,3525.79363185461,218.81802368,3.21249918607083
Luxembourg,2001,77.8243902439025,48440.1420151355,3109.20141602,20.6556820112111
Latvia,2001,70.7609756097561,3578.00190041351,205.02047729,3.14910768151226
Morocco,2001,67.18,1350.71203613281,55.9498291,1.2537116622872
Moldova,2001,66.787,507.404076252819,25.39859009,2.40564607189181
Madagascar,2001,58.57,325.46030923443,15.91025352,0.0999421592234195
Maldives,2001,72.181,3028.04662551248,230.17086792,1.67058790772786
Middle East & North Africa,2001,69.6311315403224,3189.73273528656,154.60133058511,4.2664063433663
Mexico,2001,73.867,7613.17693215721,363.67358398,3.81138602250463
Middle income,2001,67.0159986890783,1243.15424097733,64.2871266612376,2.19981661446587
North Macedonia,2001,73.4365853658537,1823.02356104612,152.15872192,4.38354656437081
Mali,2001,51.284,299.412172454578,13.90679646,0.138986918309532
Malta,2001,78.8439024390244,11081.0080389931,685.98400879,6.33542648360931
Myanmar,2001,60.416,135.179705609143,4.48454952,0.181463252735108
Middle East & North Africa (excluding high income),2001,68.9732952175763,1857.93658712935,85.1740561024386,2.98010487386804
Mongolia,2001,63.279,512.819469988285,26.48761559,3.62775878518208
Mozambique,2001,50.065,296.287398565178,8.61284161,0.0773844452654879
Mauritania,2001,61.185,632.21456219015,23.078022,0.506911558054227
Mauritius,2001,71.7658536585366,3856.62522686864,119.46853638,2.14831390795018
Malawi,2001,45.895,149.276461484598,6.19080305,0.0591365129876827
